小区,户型,面积,价格,单价,朝向,位置,地铁
三里新城兰苑,5室1厅1厨2卫,143.58㎡,480,33431元/平米,南,江干 三里亭 ,近1号线(临平-湘湖)闸弄口站
东园大楼,3室1厅1厨1卫,86.53㎡,348,40218元/平米,南,下城 建国北路 ,近地铁2号线建国北路站
体育场路71-176号,3室1厅1厨1卫,66.94㎡,290,43323元/平米,南 北,下城 体育场路 ,近1号线(临平-湘湖)武林广场站
学苑春晓,5室2厅1厨3卫,142.26㎡,620,43583元/平米,东 南 北,西湖 翠苑 ,
德信早城,2室1厅1厨1卫,51.93㎡,215,41402元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
盛世嘉园,3室2厅1厨2卫,121.3㎡,325,26794元/平米,南 北,余杭 闲林 ,
钱塘梧桐蓝山,3室1厅1厨1卫,86.78㎡,220,25352元/平米,南,余杭 临平 ,
保利江语海,5室2厅1厨3卫,204㎡,720,35295元/平米,南 北,钱塘新区 高教园区东 ,
湘湖人家,5室3厅1厨3卫,226㎡,600,26549元/平米,南,萧山 闻堰 ,
亲亲家园四期,3室2厅1厨2卫,165.33㎡,700,42340元/平米,南 北,余杭 三墩 ,近地铁2号线墩祥街站
牛头山,3室1厅1厨1卫,84.48㎡,120,14205元/平米,南,萧山 临浦 ,
滨江万家名城,3室2厅1厨2卫,119.03㎡,450,37806元/平米,南,余杭 万达广场 ,
野风海天城,3室1厅1厨2卫,142㎡,385,27113元/平米,南,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)云水站
清雅苑,3室2厅1厨2卫,127.97㎡,298,23287元/平米,南,钱塘新区 高教园区西 ,
星洲花园花柏美舍,2室1厅1厨1卫,83㎡,485,58434元/平米,南,西湖 文一西路 ,近地铁2号线文新站
良渚文化村白鹭郡东,3室2厅1厨2卫,113.09㎡,346,30596元/平米,南 北,余杭 良渚 ,
府苑新村,2室2厅1厨1卫,93.59㎡,437,46694元/平米,南 北,西湖 文三西路 ,
保利湾天地,2室1厅1厨2卫,71.16㎡,120,16864元/平米,南,钱塘新区 沿江南 ,
银爵世纪公寓,2室2厅1厨1卫,89㎡,335,37641元/平米,南 北,滨江 浦沿 ,近地铁4号线中医药大学站
碧水豪园,5室2厅1厨3卫,203.38㎡,650,31960元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
南岸花城,4室2厅1厨3卫,219㎡,560,25571元/平米,毛坯,萧山 闻堰 ,
广厦天都城天星苑,2室2厅1厨1卫,82.76㎡,200,24167元/平米,南,余杭 星桥 ,
保利东湾,1室1厅1厨1卫,58.57㎡,170,29026元/平米,南,钱塘新区 沿江南 ,
万象城悦玺,1室0厅0厨0卫,232.31㎡,1348,58026元/平米,南,江干 钱江新城 ,近地铁2号线庆春广场站
古荡新村西区,1室1厅1厨1卫,35.5㎡,169,47606元/平米,南,西湖 古荡 ,近地铁2号线古翠路站
金棕榈花园,5室2厅1厨3卫,259.68㎡,1550,59689元/平米,东 南,上城 复兴 ,近地铁4号线复兴路站
金隅观澜时代瀚庭,4室1厅1厨2卫,138㎡,450,32609元/平米,西南 南,钱塘新区 沿江南 ,
观音塘小区,2室1厅1厨1卫,54.28㎡,265,48821元/平米,南,江干 四季青 ,近地铁4号线市民中心站
锦绣新村,3室1厅1厨1卫,91.06㎡,365,40084元/平米,南 北,拱墅 湖墅 ,
云溪香山,3室2厅1厨2卫,130.54㎡,395,30259元/平米,南,西湖 转塘 ,
左岸花园,3室2厅1厨2卫,130.08㎡,458,35210元/平米,南,拱墅 拱宸桥 ,
双菱新村,3室2厅1厨1卫,79.1㎡,435,54994元/平米,南,江干 采荷 ,近地铁2号线庆菱路站
爵士风情花园,3室1厅1厨2卫,115㎡,245,21305元/平米,南,余杭 闲林 ,
政苑小区,5室3厅1厨3卫,201.25㎡,800,39752元/平米,南,西湖 申花 ,
爱丁郡,3室2厅1厨2卫,149.58㎡,485,32425元/平米,南 北,余杭 翡翠城 ,
亲亲家园三期,3室2厅1厨2卫,147㎡,420,28572元/平米,南,余杭 三墩 ,近地铁2号线金家渡站
左邻右舍,2室2厅1厨1卫,89.53㎡,290,32392元/平米,南 北,江干 九堡 ,近1号线(临平-湘湖)客运中心站
临平桂花城南区,4室2厅1厨2卫,165㎡,380,23031元/平米,南,余杭 临平 ,
回澜南园,3室2厅1厨2卫,99.02㎡,285,28783元/平米,南,萧山 萧山市区 ,
广茵大厦,1室1厅1厨1卫,40㎡,93,23250元/平米,南,江干 南肖埠 ,近地铁2号线庆菱路站
中兴花园百合苑,6室2厅1厨4卫,268.15㎡,1050,39158元/平米,东 南 北,滨江 滨江区政府 ,
通和都市枫林,3室2厅1厨2卫,129.9㎡,390,30024元/平米,南,下城 石桥 ,
碧水豪园,4室2厅1厨2卫,165.04㎡,580,35143元/平米,南 北,滨江 彩虹城 ,近地铁4号线联庄站
老浙大直路11-25号,1室2厅1厨1卫,54.59㎡,250,45796元/平米,南 北,上城 潮鸣 ,近地铁2号线庆菱路站
三江花园(萧山),3室2厅1厨2卫,129.25㎡,298,23057元/平米,南,萧山 闻堰 ,
郡原相江公寓,3室2厅1厨1卫,88.38㎡,280,31682元/平米,南 北,江干 九堡 ,
南北西岸,3室2厅1厨1卫,88.5㎡,410,46328元/平米,南,拱墅 桥西 ,
红街公寓,4室2厅1厨2卫,157㎡,625,39809元/平米,东 南 北,江干 火车东站 ,近地铁4号线新风站
闲林山水木兰苑,3室2厅1厨2卫,125㎡,280,22400元/平米,南,余杭 闲林 ,
晨光绿苑南苑,4室2厅1厨2卫,144㎡,385,26737元/平米,南,江干 九堡 ,近1号线(临平-湘湖)九堡站
怡和苑,3室1厅1厨2卫,132.17㎡,603,45624元/平米,北 南,上城 近江 ,近1号线(临平-湘湖)近江站
红苹果家园,3室1厅1厨2卫,112.74㎡,335,29715元/平米,南,江干 九堡 ,
翠苑一区,3室1厅1厨1卫,57.01㎡,268,47010元/平米,南 东,西湖 翠苑 ,近地铁2号线学院路站
朗郡庭园,4室2厅1厨3卫,259㎡,860,33205元/平米,南,西湖 转塘 ,
闲林山水木兰苑,4室2厅1厨3卫,195.57㎡,398,20351元/平米,南 北,余杭 闲林 ,
西鉴枫景,5室2厅1厨4卫,304㎡,1216,40000元/平米,南,西湖 文三西路 ,
金都雅苑,4室2厅1厨3卫,208.72㎡,490,23477元/平米,南,余杭 翡翠城 ,
众安白马山庄,4室3厅1厨3卫,219.5㎡,485,22096元/平米,毛坯,西湖 小和山 ,
中天之江诚品,4室1厅1厨3卫,197.63㎡,710,35926元/平米,南,西湖 转塘 ,
融创瑷骊山,4室2厅1厨3卫,262.78㎡,800,30444元/平米,南,西湖 转塘 ,
龙湖滟澜山澜轩,4室2厅1厨2卫,178㎡,710,39888元/平米,南 西 北,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)高沙路站
保利江语海,5室2厅1厨2卫,204.76㎡,653,31891元/平米,东南,钱塘新区 高教园区东 ,
滨江城市之星,3室2厅1厨2卫,194.55㎡,1270,65279元/平米,西南,江干 钱江新城 ,近地铁4号线城星路站
江南摩卡,5室2厅1厨3卫,178.04㎡,450,25276元/平米,南 西 北,萧山 闻堰 ,
东方福邸,5室2厅1厨4卫,266.71㎡,1280,47993元/平米,南,拱墅 申花 ,
凤凰北苑,4室2厅1厨2卫,148.38㎡,635,42796元/平米,南,上城 南星 ,近地铁4号线南星桥站
温馨人家,4室2厅1厨2卫,167.35㎡,690,41231元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
翡翠城三期,2室2厅1厨1卫,87.09㎡,330,37892元/平米,南 北,余杭 翡翠城 ,
秋水苑,4室2厅1厨2卫,152.44㎡,628,41197元/平米,西,西湖 文三西路 ,
水木清华,3室2厅1厨2卫,187.33㎡,380,20286元/平米,南,西湖 小和山 ,
近江新村,2室1厅1厨1卫,70.04㎡,350,49972元/平米,南,上城 四季青 ,近1号线(临平-湘湖)婺江路站
华天苑,2室2厅1厨1卫,63.78㎡,155,24303元/平米,东南,江干 丁桥 ,
武林路,2室1厅1厨1卫,46.55㎡,249,53491元/平米,东 西,下城 武林 ,近地铁2号线武林门站
马塍路37号,2室1厅1厨1卫,57.45㎡,550,95736元/平米,南,西湖 学军 ,近地铁2号线沈塘桥站
中栋国际,1室0厅1厨1卫,51.72㎡,120,23202元/平米,南,萧山 萧山新城区 ,
黄姑山路22号,1室1厅1厨1卫,61.9㎡,200,32311元/平米,南,西湖 九莲 ,
金都雅苑,3室2厅1厨2卫,106.17㎡,420,39560元/平米,南 北,余杭 翡翠城 ,
宝善公寓,2室2厅1厨2卫,129.2㎡,625,48375元/平米,南,下城 建国北路 ,近地铁2号线建国北路站
昆仑橡树园,1室2厅1厨1卫,60.97㎡,315,51665元/平米,南,拱墅 申花 ,近地铁2号线三坝站
京都苑,2室1厅1厨1卫,89.84㎡,325,36176元/平米,东南 北,下城 流水苑 ,
紫金公寓,2室2厅1厨1卫,80.15㎡,310,38678元/平米,南 北,西湖 文三西路 ,
原筑壹号,3室2厅1厨1卫,89㎡,285,32023元/平米,南,江干 笕桥 ,
长睦锦苑,2室2厅1厨1卫,85.43㎡,185,21656元/平米,南,江干 丁桥 ,
竹海水韵,3室2厅1厨2卫,142.31㎡,275,19325元/平米,南 北,余杭 闲林 ,
阳光逸城,2室2厅1厨1卫,60.78㎡,178,29286元/平米,南 北,江干 丁桥 ,
绿城西子郁金香岸,2室2厅1厨1卫,95.69㎡,300,31352元/平米,西南,萧山 闻堰 ,
翠苑二区,2室1厅1厨1卫,54.59㎡,218,39935元/平米,南 北,西湖 翠苑 ,近地铁2号线学院路站
湖墅新村,2室1厅1厨1卫,59.35㎡,250,42123元/平米,南 北,拱墅 信义坊 ,
紫林公寓,2室1厅1厨1卫,77㎡,415,53897元/平米,南,西湖 文一西路 ,近地铁2号线文新站
景芳四区,2室1厅1厨1卫,45.08㎡,190,42148元/平米,南,江干 景芳 ,近地铁4号线新塘站
德信金泊林公寓,2室2厅1厨1卫,81.57㎡,265,32488元/平米,南,江干 九堡 ,近1号线(临平-湘湖)客运中心站
东海水景城,3室2厅1厨2卫,122.56㎡,310,25294元/平米,南,余杭 临平 ,
西溪河下76号,3室1厅1厨1卫,66.68㎡,370,55489元/平米,南,西湖 文教 ,
闲林山水木兰苑,3室2厅1厨2卫,126.14㎡,310,24576元/平米,南,余杭 闲林 ,
翠苑四区,1室1厅1厨1卫,37.72㎡,158,41888元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
众安景海湾,3室1厅1厨1卫,88.55㎡,280,31621元/平米,南 北,萧山 萧山开发区 ,
欣盛东方郡东区,2室2厅1厨1卫,89.67㎡,490,54645元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
欣盛东方郡东区,2室2厅1厨1卫,89.67㎡,490,54645元/平米,南 北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
邱山小区,2室1厅1厨1卫,58.57㎡,121,20660元/平米,南,余杭 临平 ,
翠苑三区,1室1厅1厨1卫,41.54㎡,175,42129元/平米,南,西湖 翠苑 ,
复兴城市家园,2室2厅1厨1卫,60㎡,282,47000元/平米,南 北,上城 复兴 ,近地铁4号线复兴路站
德胜东村,2室1厅1厨1卫,54.59㎡,190,34805元/平米,南 北,下城 德胜东 ,
久睦苑,2室2厅1厨1卫,62.32㎡,160,25674元/平米,南 北,江干 丁桥 ,
超级星期天,2室1厅1厨1卫,75.97㎡,205,26985元/平米,南,滨江 浦沿 ,
名城湖左岸,3室2厅1厨2卫,89.38㎡,435,48669元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
长宁街,1室1厅1厨1卫,41.73㎡,189,45292元/平米,南 北 西,下城 长庆 ,近地铁2号线中河北路站
万安城市花园西苑,3室2厅1厨2卫,137.84㎡,730,52960元/平米,南,上城 清泰 ,
赞成岭上花苑,3室2厅1厨4卫,249.32㎡,660,26473元/平米,南,西湖 转塘 ,
人和家园,3室2厅1厨1卫,83.06㎡,210,25283元/平米,南,西湖 留下 ,
融创河滨之城雨澜轩,4室2厅1厨2卫,118.51㎡,590,49785元/平米,南,西湖 西溪 ,
世茂江滨花园峻景湾,5室2厅1厨3卫,259㎡,600,23167元/平米,南 东北,钱塘新区 沿江南 ,
融创瑷骊山,4室2厅1厨3卫,226.11㎡,810,35824元/平米,南,西湖 转塘 ,
龙湖滟澜山丽轩一期,4室2厅1厨2卫,162.23㎡,700,43149元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
竹海水韵,3室1厅1厨1卫,87.74㎡,205,23365元/平米,南 北,余杭 闲林 ,
坤和和家园,6室4厅2厨5卫,303㎡,1880,62047元/平米,精装,西湖 西溪 ,
万科北宸之光,3室1厅1厨1卫,87.56㎡,328,37461元/平米,南,余杭 万达广场 ,
东新园望景苑,1室1厅1厨1卫,60.52㎡,180,29743元/平米,南 北,下城 三塘 ,
沈塘东村,2室2厅1厨1卫,48.83㎡,200,40959元/平米,南 北,拱墅 湖墅 ,近地铁2号线沈塘桥站
大浒东苑,2室1厅1厨1卫,60.61㎡,240,39598元/平米,南,拱墅 大关 ,
瀚府,2室2厅1厨1卫,88.47㎡,250,28259元/平米,南,萧山 萧山市区 ,
金基晓庐,2室1厅1厨1卫,93.17㎡,680,72985元/平米,南,江干 钱江新城 ,近地铁4号线江锦路站
水岸帝景,2室1厅1厨1卫,100.89㎡,650,64427元/平米,南,江干 钱江新城 ,
华瑞锦鸿苑,3室2厅1厨2卫,145.9㎡,200,13709元/平米,南 西 北,萧山 萧山开发区 ,
九莲新村,2室1厅1厨1卫,60.62㎡,263,43386元/平米,南,西湖 九莲 ,近地铁2号线学院路站
文二新村,3室1厅1厨1卫,70.46㎡,616,87426元/平米,南,西湖 学军 ,近地铁2号线沈塘桥站
风景大院,2室2厅1厨1卫,86.72㎡,450,51892元/平米,南,拱墅 桥西 ,
物华小区,3室2厅1厨2卫,122.36㎡,488,39883元/平米,南,西湖 嘉绿 ,
广宇上东领地,3室1厅1厨2卫,133.18㎡,430,32288元/平米,东南,江干 丁桥 ,
静安花苑,2室2厅1厨1卫,89.27㎡,425,47609元/平米,南,江干 四季青 ,近地铁4号线城星路站
嘉绿西苑,4室2厅1厨2卫,142.5㎡,630,44211元/平米,南 北,西湖 嘉绿 ,近地铁2号线丰潭路站
湘湖家园,3室2厅1厨2卫,120.4㎡,315,26163元/平米,南,萧山 湘湖 ,
通和都市枫林,4室2厅1厨2卫,116.78㎡,375,32112元/平米,南,下城 石桥 ,
和睦新村,2室1厅1厨1卫,58.85㎡,235,39933元/平米,南,拱墅 和睦 ,
大关东二苑,2室1厅1厨1卫,62.86㎡,230,36590元/平米,南,拱墅 大关 ,
圣奥领寓,3室2厅1厨2卫,128.31㎡,460,35851元/平米,南,江干 九堡 ,
近江家园七园,2室2厅1厨1卫,80.35㎡,476,59241元/平米,西,上城 近江 ,近1号线(临平-湘湖)近江站
求是村,2室1厅1厨1卫,58.39㎡,430,73643元/平米,南,西湖 黄龙 ,
德胜东村,2室1厅1厨1卫,55.82㎡,205,36726元/平米,南,下城 德胜东 ,
金色黎明一期,3室2厅2厨2卫,114㎡,430,37720元/平米,南 东南,江干 笕桥 ,
天庐苑,2室1厅1厨1卫,53.19㎡,220,41362元/平米,南,江干 火车东站 ,
万家花园家和苑,2室2厅1厨1卫,89.11㎡,390,43767元/平米,南,江干 闸弄口 ,近地铁4号线新风站
天庐苑,2室1厅1厨1卫,82.91㎡,300,36184元/平米,南,江干 火车东站 ,
锦绣新村,2室1厅1厨1卫,41.58㎡,190,45696元/平米,南 北,拱墅 湖墅 ,
三里家园一区,2室1厅1厨1卫,66.7㎡,255,38231元/平米,南 北,下城 三里亭 ,
嘉绿西苑,3室2厅1厨2卫,116.45㎡,550,47231元/平米,南,西湖 嘉绿 ,近地铁2号线丰潭路站
多蓝水岸听涛苑,3室2厅1厨2卫,126.94㎡,270,21270元/平米,南 北,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)下沙江滨站
闲林山水海棠苑,4室2厅1厨2卫,169.29㎡,329,19435元/平米,南,余杭 闲林 ,
华苑公寓,3室2厅1厨2卫,106.63㎡,560,52519元/平米,南,西湖 文一西路 ,近地铁2号线文新站
荆山翠谷,4室2厅1厨2卫,185.65㎡,350,18853元/平米,南,余杭 闲林 ,
复地连城国际,3室2厅1厨2卫,124.51㎡,248,19919元/平米,南,余杭 乔司 ,
三里家园二区,3室1厅1厨2卫,91.62㎡,290,31653元/平米,南,江干 三里亭 ,
复兴北苑,1室1厅1厨1卫,33.9㎡,153,45133元/平米,南,上城 复兴 ,近地铁4号线复兴路站
兴安公寓,5室2厅2厨2卫,149.66㎡,270,18041元/平米,南,余杭 乔司 ,
四季名门城市公寓,3室2厅1厨1卫,123.18㎡,265,21514元/平米,南,钱塘新区 高教园区西 ,
中北西子花园,5室3厅1厨2卫,236.83㎡,930,39269元/平米,南,下城 朝晖 ,近1号线(临平-湘湖)西湖文化广场站
古荡新村西区,3室1厅1厨1卫,80.54㎡,330,40974元/平米,南 北,西湖 古荡 ,近地铁2号线丰潭路站
耀江福村,3室2厅1厨2卫,92.32㎡,480,51994元/平米,南 北,上城 近江 ,近1号线(临平-湘湖)近江站
太和广场,3室2厅1厨2卫,142.8㎡,690,48320元/平米,南,上城 南星 ,近地铁4号线南星桥站
大家多立方,3室2厅1厨1卫,88㎡,295,33523元/平米,南,江干 九堡 ,
广宇上东名筑,3室2厅1厨2卫,127.07㎡,405,31873元/平米,南 北,江干 丁桥 ,
东海未名园,4室3厅1厨2卫,128.57㎡,435,33834元/平米,南 北,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
中海金溪园,3室2厅1厨1卫,88.94㎡,350,39353元/平米,南,西湖 三墩 ,近地铁2号线金家渡站
中兴花园,3室1厅1厨2卫,115.96㎡,500,43119元/平米,南,滨江 滨江区政府 ,
紫桂花园,3室2厅1厨1卫,109.44㎡,650,59394元/平米,南 北,西湖 文一西路 ,近地铁2号线丰潭路站
绿城蓝庭西区,3室2厅1厨1卫,102.96㎡,250,24282元/平米,南,余杭 临平 ,
大关南六苑,2室1厅1厨1卫,62.49㎡,220,35206元/平米,南,拱墅 大关 ,
盛世嘉园,2室2厅1厨1卫,86.39㎡,248,28708元/平米,南 北,余杭 闲林 ,
丁桥景园北苑,2室2厅1厨1卫,83.25㎡,208,24985元/平米,南 北,江干 丁桥 ,
北景园芳洲苑,2室2厅1厨1卫,89.22㎡,270,30263元/平米,南,下城 石桥 ,
元都新苑,3室2厅1厨1卫,88.86㎡,305,34324元/平米,南 北,下城 石桥 ,
保俶北路82号,2室1厅1厨1卫,72.94㎡,415,56897元/平米,南 北,西湖 文教 ,近地铁2号线沈塘桥站
联合格里,2室2厅1厨1卫,74.26㎡,206,27741元/平米,南,江干 丁桥 ,
绿城西子郁金香岸,3室2厅1厨2卫,125.65㎡,325,25866元/平米,南,萧山 闻堰 ,
锦昌年华,2室2厅1厨1卫,90.63㎡,190,20965元/平米,南 北,余杭 崇贤 ,
回澜北园,2室1厅1厨1卫,57.78㎡,185,32018元/平米,南,萧山 萧山市区 ,
左岸花园,3室2厅1厨2卫,147.9㎡,405,27384元/平米,南,拱墅 拱宸桥 ,
荷花池头,3室2厅1厨1卫,104.24㎡,580,55641元/平米,东 西,上城 清波 ,近1号线(临平-湘湖)定安路站
吉庆院,2室1厅1厨1卫,62.22㎡,265,42591元/平米,南 北,拱墅 拱宸桥 ,
元都新景公寓,3室2厅1厨1卫,114.2㎡,310,27146元/平米,南,下城 石桥 ,
大关东三苑,2室1厅1厨1卫,43.57㎡,161,36953元/平米,南,拱墅 大关 ,
奥兰多小镇,3室2厅1厨2卫,133.98㎡,420,31348元/平米,南,萧山 湘湖 ,近1号线(临平-湘湖)湘湖站
白荡海人家,2室1厅1厨1卫,58.38㎡,360,61665元/平米,南 北,西湖 文教 ,
世茂江滨花园碧景湾,4室2厅1厨2卫,173.17㎡,450,25987元/平米,南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
风景大院,3室2厅1厨2卫,128.21㎡,623,48593元/平米,南 北,拱墅 桥西 ,
五一新村,3室1厅1厨1卫,88.97㎡,390,43836元/平米,东 南 北,拱墅 湖墅 ,近地铁2号线沈塘桥站
天元公寓,3室2厅1厨1卫,127㎡,265,20867元/平米,南,钱塘新区 工业园南 ,
北景园芳洲苑,2室2厅1厨1卫,89.97㎡,265,29455元/平米,南,下城 石桥 ,
新金都城市花园,3室2厅1厨2卫,117㎡,665,56838元/平米,南 北,西湖 文一西路 ,近地铁2号线文新站
盛德嘉苑,3室2厅1厨2卫,119.62㎡,515,43054元/平米,南,拱墅 德胜 ,
星雅嘉园逸品苑,3室1厅1厨1卫,118.1㎡,220,18629元/平米,南,余杭 星桥 ,
玄坛弄,3室1厅1厨1卫,91.77㎡,460,50126元/平米,南 北,下城 天水 ,近地铁2号线中河北路站
名城燕园,3室2厅1厨1卫,87.59㎡,415,47380元/平米,南,拱墅 桥西 ,
中豪四季公馆,3室2厅1厨1卫,87㎡,295,33909元/平米,南,江干 丁桥 ,
丁桥颐景园,3室1厅1厨1卫,87.35㎡,280,32055元/平米,南,江干 丁桥 ,
嘉泰馨庭,4室2厅1厨2卫,127.52㎡,590,46268元/平米,南,拱墅 桥西 ,
天运花园,3室1厅1厨2卫,144.79㎡,650,44893元/平米,南 北,江干 闸弄口 ,
北景园月桂苑,3室2厅1厨1卫,89.24㎡,253,28351元/平米,南,下城 石桥 ,
天时苑(拱墅),3室1厅1厨1卫,87㎡,400,45978元/平米,南 北,拱墅 德胜 ,
长睦邻里人家东苑,3室2厅1厨1卫,89.16㎡,225,25236元/平米,南 北,江干 丁桥 ,
天阳观筑,3室2厅1厨1卫,89.2㎡,276,30942元/平米,南,江干 丁桥 ,
三里新城橘苑,3室1厅1厨1卫,82.65㎡,330,39928元/平米,南,江干 三里亭 ,近1号线(临平-湘湖)闸弄口站
东新园孚信苑,3室2厅1厨1卫,114.9㎡,425,36989元/平米,南,下城 三塘 ,
